,Name,Title,Cusip,Ticker,Category,Value,Pct
0,Microsoft Corp,MICROSOFT CORP,594918104,None,CORP EC,1428297008,5.9
1,Apple Inc,APPLE INC,037833100,None,CORP EC,1403263278,5.8
2,Visa Inc,VISA INC,92826C839,None,CORP EC,642237210,2.7
3,JPMorgan Chase & Co,JPMORGAN CHASE & CO,46625H100,None,CORP EC,617288727,2.6
4,Chubb Ltd,CHUBB LTD,000000000,None,CORP EC,519422449,2.2
5,General Electric Co,GENERAL ELECTRIC CO,369604301,None,CORP EC,452439891,1.9
6,Marsh & McLennan Cos Inc,MARSH & MCLENNAN COS INC,571748102,None,CORP EC,426218720,1.8
7,Eli Lilly & Co,ELI LILLY & CO,532457108,None,CORP EC,413282480,1.7
8,Walmart Inc,WALMART INC,931142103,None,CORP EC,404457557,1.7
9,UnitedHealth Group Inc,UNITEDHEALTH GROUP INC,91324P102,None,CORP EC,386876164,1.6
10,Thermo Fisher Scientific Inc,THERMO FISHER SCIENTIFIC INC,883556102,None,CORP EC,374372595,1.6
11,Bank of America Corp,BANK OF AMERICA CORP,060505104,None,CORP EC,372054198,1.5
12,American Express Co,AMERICAN EXPRESS CO,025816109,None,CORP EC,360770207,1.5
13,Accenture PLC,ACCENTURE PLC,000000000,None,CORP EC,337750061,1.4
14,Roper Technologies Inc,ROPER TECHNOLOGIES INC,776696106,None,CORP EC,336112656,1.4
15,Home Depot Inc/The,HOME DEPOT INC/THE,437076102,None,CORP EC,335883140,1.4
16,Ross Stores Inc,ROSS STORES INC,778296103,None,CORP EC,332352897,1.4
17,Hilton Worldwide Holdings Inc,HILTON WORLDWIDE HOLDINGS INC,43300A203,None,CORP EC,321926641,1.3
18,Exxon Mobil Corp,EXXON MOBIL CORP,30231G102,None,CORP EC,313008047,1.3
19,Amphenol Corp,AMPHENOL CORP,032095101,None,CORP EC,303785134,1.3
20,Coca-Cola Co/The,COCA-COLA CO/THE,191216100,None,CORP EC,301912499,1.3
21,Honeywell International Inc,HONEYWELL INTERNATIONAL INC,438516106,None,CORP EC,295972372,1.2
22,Linde PLC,LINDE PLC,000000000,None,CORP EC,295924748,1.2
23,Morgan Stanley,MORGAN STANLEY,617446448,None,CORP EC,294676239,1.2
24,T. Rowe Price Government Reserve Fund,T. Rowe Price Government Reserve Fund,76105Y109,None,RF STIV,294027816,1.2
25,McKesson Corp,MCKESSON CORP,58155Q103,None,CORP EC,292529104,1.2
26,T-Mobile US Inc,T-MOBILE US INC,872590104,None,CORP EC,286639978,1.2
27,Charles Schwab Corp/The,CHARLES SCHWAB CORP/THE,808513105,None,CORP EC,279302342,1.2
28,Broadridge Financial Solutions Inc,BROADRIDGE FINANCIAL SOLUTIONS INC,11133T103,None,CORP EC,277563006,1.2
29,Howmet Aerospace Inc,HOWMET AEROSPACE INC,443201108,None,CORP EC,273246836,1.1
30,Progressive Corp/The,PROGRESSIVE CORP/THE,743315103,None,CORP EC,268707759,1.1
31,Stryker Corp,STRYKER CORP,863667101,None,CORP EC,267528672,1.1
32,Equity Residential,EQUITY RESIDENTIAL,29476L107,None,CORP EC,259397330,1.1
33,Waste Connections Inc,WASTE CONNECTIONS INC,94106B101,None,CORP EC,255700870,1.1
34,Becton Dickinson & Co,BECTON DICKINSON & CO,075887109,None,CORP EC,254818569,1.1
35,McDonald s Corp,MCDONALD'S CORP,580135101,None,CORP EC,252284020,1.0
36,AstraZeneca PLC,ASTRAZENECA PLC,046353108,None,CORP EC,251894523,1.0
37,Kenvue Inc,KENVUE INC,49177J102,None,CORP EC,251074997,1.0
