,Name,Title,Cusip,Ticker,Category,Value,Pct
0,Taiwan Semiconductor Manufacturing Co Ltd,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,000000000,None,CORP EC,875810332,6.4
1,ASML Holding NV,ASML HOLDING NV,000000000,None,CORP EC,292357231,2.1
2,SAP SE,SAP SE,000000000,None,CORP EC,278694311,2.0
3,Canadian National Railway Co,CANADIAN NATIONAL RAILWAY CO,136375102,None,CORP EC,260805750,1.9
4,Prosus NV,PROSUS NV,000000000,None,CORP EC,249583773,1.8
5,MercadoLibre Inc,MERCADOLIBRE INC,58733R102,None,CORP EC,238910917,1.8
6,Constellation Software Inc/Canada,CONSTELLATION SOFTWARE INC/CANADA,000000000,None,CORP EC,215427071,1.6
7,Safran SA,SAFRAN SA,000000000,None,CORP EC,214263806,1.6
8,Novo Nordisk A/S,NOVO NORDISK A/S,670100205,None,CORP EC,211024589,1.5
9,Renesas Electronics Corp,RENESAS ELECTRONICS CORP,000000000,None,CORP EC,209090515,1.5
10,Seven & i Holdings Co Ltd,SEVEN & I HOLDINGS CO LTD,000000000,None,CORP EC,202628055,1.5
11,Essity AB,ESSITY AB,000000000,None,CORP EC,198133425,1.5
12,Shopify Inc,SHOPIFY INC,82509L107,None,CORP EC,197303699,1.4
13,Cie Financiere Richemont SA,CIE FINANCIERE RICHEMONT SA,000000000,None,CORP EC,193943491,1.4
14,Sony Group Corp,SONY GROUP CORP,000000000,None,CORP EC,186007042,1.4
15,T. Rowe Price Government Reserve Fund,T. Rowe Price Government Reserve Fund,76105Y109,None,RF STIV,184601427,1.4
16,Sartorius Stedim Biotech,SARTORIUS STEDIM BIOTECH,000000000,None,CORP EC,174685660,1.3
17,AstraZeneca PLC,ASTRAZENECA PLC,046353108,None,CORP EC,172553072,1.3
18,Suncor Energy Inc,SUNCOR ENERGY INC,867224107,None,CORP EC,172518977,1.3
19,Element Fleet Management Corp,ELEMENT FLEET MANAGEMENT CORP,000000000,None,CORP EC,171599772,1.3
20,Waste Connections Inc,WASTE CONNECTIONS INC,94106B101,None,CORP EC,170820463,1.3
21,Siemens Healthineers AG,SIEMENS HEALTHINEERS AG,000000000,None,CORP EC,167862834,1.2
22,Chugai Pharmaceutical Co Ltd,CHUGAI PHARMACEUTICAL CO LTD,000000000,None,CORP EC,167260491,1.2
23,Siemens AG,SIEMENS AG,000000000,None,CORP EC,166941887,1.2
24,Julius Baer Group Ltd,JULIUS BAER GROUP LTD,000000000,None,CORP EC,166605467,1.2
25,Deutsche Telekom AG,DEUTSCHE TELEKOM AG,000000000,None,CORP EC,166605274,1.2
26,NTPC Ltd,NTPC LTD,000000000,None,CORP EC,159140562,1.2
27,KE Holdings Inc,KE HOLDINGS INC,482497104,None,CORP EC,158486493,1.2
