,Name,Title,Cusip,Ticker,Category,Value,Pct
0,NVIDIA Corp,NVIDIA CORP,67066G104,None,CORP EC,7876951304,12.3
1,Microsoft Corp,MICROSOFT CORP,594918104,None,CORP EC,7445888544,11.6
2,Apple Inc,APPLE INC,037833100,None,CORP EC,6016178478,9.4
3,Amazon.com Inc,AMAZON.COM INC,023135106,None,CORP EC,5629073737,8.8
4,Alphabet Inc,ALPHABET INC,02079K107,None,CORP EC,4038696121,6.3
5,Meta Platforms Inc,META PLATFORMS INC,30303M102,None,CORP EC,3155369013,4.9
6,Tesla Inc,TESLA INC,88160R101,None,CORP EC,2076281976,3.2
7,Eli Lilly & Co,ELI LILLY & CO,532457108,None,CORP EC,1922396572,3.0
8,Visa Inc,VISA INC,92826C839,None,CORP EC,1860203223,2.9
9,Mastercard Inc,MASTERCARD INC,57636Q104,None,CORP EC,1526070420,2.4
10,ServiceNow Inc,SERVICENOW INC,81762P102,None,CORP EC,1494467066,2.3
11,Netflix Inc,NETFLIX INC,64110L106,None,CORP EC,1345350386,2.1
12,Broadcom Inc,BROADCOM INC,11135F101,None,CORP EC,1207901238,1.9
13,Carvana Co,CARVANA CO,146869102,None,CORP EC,1103271926,1.7
14,Intuitive Surgical Inc,INTUITIVE SURGICAL INC,46120E602,None,CORP EC,1038601228,1.6
15,UnitedHealth Group Inc,UNITEDHEALTH GROUP INC,91324P102,None,CORP EC,873699640,1.4
16,Alphabet Inc,ALPHABET INC,02079K305,None,CORP EC,852387801,1.3
17,Invesco QQQ Trust Series 1,INVESCO QQQ TRUST SERIES 1,46090E103,None,RF EC,817409737,1.3
18,T-Mobile US Inc,T-MOBILE US INC,872590104,None,CORP EC,645480960,1.0
19,Booking Holdings Inc,BOOKING HOLDINGS INC,09857L108,None,CORP EC,611836081,1.0
20,Chubb Ltd,CHUBB LTD,000000000,None,CORP EC,608674256,0.9
21,Chipotle Mexican Grill Inc,CHIPOTLE MEXICAN GRILL INC,169656105,None,CORP EC,578178711,0.9
22,Synopsys Inc,SYNOPSYS INC,871607107,None,CORP EC,514754858,0.8
23,ASML Holding NV,ASML HOLDING NV,N07059210,None,CORP EC,501637442,0.8
