,Name,Title,Cusip,Ticker,Category,Value,Pct
0,AstraZeneca PLC,ASTRAZENECA PLC,046353108,None,CORP EC,305022019,2.5
1,Rolls-Royce Holdings PLC,ROLLS-ROYCE HOLDINGS PLC,000000000,None,CORP EC,291152472,2.4
2,T. Rowe Price Government Reserve Fund,T. Rowe Price Government Reserve Fund - Collateral,76105YYY8,None,RF STIV,247193623,2.0
3,ING Groep NV,ING GROEP NV,000000000,None,CORP EC,233942261,1.9
4,TotalEnergies SE,TOTALENERGIES SE,000000000,None,CORP EC,233833279,1.9
5,Sanofi SA,SANOFI SA,000000000,None,CORP EC,232624586,1.9
6,UniCredit SpA,UNICREDIT SPA,000000000,None,CORP EC,219812457,1.8
7,AXA SA,AXA SA,000000000,None,CORP EC,216836740,1.8
8,Roche Holding AG,ROCHE HOLDING AG,000000000,None,CORP EC,209731069,1.7
9,Toyota Motor Corp,TOYOTA MOTOR CORP,000000000,None,CORP EC,199663692,1.6
10,Mitsubishi UFJ Financial Group Inc,MITSUBISHI UFJ FINANCIAL GROUP INC,000000000,None,CORP EC,197297700,1.6
11,Unilever PLC,UNILEVER PLC,000000000,None,CORP EC,190287398,1.6
12,Hitachi Ltd,HITACHI LTD,000000000,None,CORP EC,187678417,1.5
13,T. Rowe Price Government Reserve Fund,T. Rowe Price Government Reserve Fund,76105Y109,None,RF STIV,185828470,1.5
14,HSBC Holdings PLC,HSBC HOLDINGS PLC,000000000,None,CORP EC,182463952,1.5
15,Siemens AG,SIEMENS AG,000000000,None,CORP EC,178071647,1.5
16,BAWAG Group AG,BAWAG GROUP AG,000000000,None,CORP EC,175382677,1.4
17,Imperial Brands PLC,IMPERIAL BRANDS PLC,000000000,None,CORP EC,172868401,1.4
18,Airbus SE,AIRBUS SE,000000000,None,CORP EC,167242875,1.4
19,BP PLC,BP PLC,000000000,None,CORP EC,159924362,1.3
20,Koninklijke Philips NV,KONINKLIJKE PHILIPS NV,000000000,None,CORP EC,156547450,1.3
21,Deutsche Telekom AG,DEUTSCHE TELEKOM AG,000000000,None,CORP EC,155520127,1.3
22,Taiwan Semiconductor Manufacturing Co Ltd,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,000000000,None,CORP EC,149778485,1.2
23,Leonardo SpA,LEONARDO SPA,000000000,None,CORP EC,138645138,1.1
24,BNP Paribas SA,BNP PARIBAS SA,000000000,None,CORP EC,135220122,1.1
25,Barclays PLC,BARCLAYS PLC,000000000,None,CORP EC,132530040,1.1
26,Enel SpA,ENEL SPA,000000000,None,CORP EC,128750407,1.1
27,Allianz SE,ALLIANZ SE,000000000,None,CORP EC,124670781,1.0
28,Seven & i Holdings Co Ltd,SEVEN & I HOLDINGS CO LTD,000000000,None,CORP EC,121224034,1.0
29,ASML Holding NV,ASML HOLDING NV,000000000,None,CORP EC,120267682,1.0
30,Sompo Holdings Inc,SOMPO HOLDINGS INC,000000000,None,CORP EC,119929614,1.0
31,United Overseas Bank Ltd,UNITED OVERSEAS BANK LTD,000000000,None,CORP EC,115254116,0.9
32,GSK PLC,GSK PLC,37733W204,None,CORP EC,110910077,0.9
33,Novartis AG,NOVARTIS AG,000000000,None,CORP EC,109344583,0.9
34,Alibaba Group Holding Ltd,ALIBABA GROUP HOLDING LTD,01609W102,None,CORP EC,108786368,0.9
35,National Grid PLC,NATIONAL GRID PLC,000000000,None,CORP EC,105541631,0.9
